question,1,2,3,4,answer
"Subsequent to the approval of the new business plan, Klein Enterprises generated enough funds for it.",Whenever,However,Subsequent to,Provided that,Subsequent to
Employees wishing to be reimbursed for mileage need to submit the required documents.,exchanged ,notified,reimbursed,spent,reimbursed
Ocean's Delight located in 3rd street features the most extensive selection of seafood dishes in the city.,distracted,extensive,occasional,spacious,extensive
"To succeed in your stock investment, you must be willing to accept responsibilities for any losses.",assemble,assist,accept,access,accept
The recent surge in attendance at the local museum has been attributed to the new Egyptian exhibit.,attributed,contributed,distributed,prohibited,attributed
The special advisory committee will meet to discuss the fiscal plan to boost the slow economy. ,check,include,meet,present,meet
Several domestic companies worked together on a highly profitable development project. ,closely,highly,softly,tightly,highly
"Decisions about vacation time are typically determined by department head, though shift managers may grant permission.",approximately,relatively,literally,typically,typically
"When the staff members in the department work too rapidly , they are more apt to make mistakes.",briefly ,greatly,hardly ,rapidly,rapidly
"He obtained most of the data from the previous researches, but the final report was influenced by Ms. Chin’s analysis of the result.",engaged,influenced,involved,negotiated,influenced
Reservation may be confirmed by telephone or you can send an e-mail to the office if you prefer. ,composed,confirmed,formed,written,confirmed
"For the best performance, you are advised to use only batteries specifically designed for this type of camera.",courteously,reflectively,relatively,specifically,specifically
The original appearance of the town’s historical buildings will be preserved after the renovation project.,appearance,behavior,curriculum,symptom,appearance
"James, our valuable employee, has been recognized for his years of service to the children’s health clinic.",analysis,promotion,service,treatment,service
"In response to the strong request from the accounting department, the information technology department granted a two-week extension on the loan of the equipment.",excuse,exhaust,explanation,extension,extension
The prices quoted in our catalog are subject to change because the international market for gold is currently unstable .,interested,lengthy,precious,unstable,unstable
Students will find helpful resource at www.science.com for their course assignments.,resource,relief,signal,skill,resource
Some financial consultants don't advise people to invest in stocks which can decrease in value.,decrease,delete,resist,revoke,decrease
The company had difficulty attracting overseas clients even though their products are equal in quality to those of its global competitors. ,by means of ,even though,in addition to ,such that,even though
"Fortunately, the company managed to boost its sales to its highest level of revenue in five years.",highest,most expensive,most gradual,widest,highest
